filename,class_name,context_name,caption
2372046.jpg,dog,shirt,a man sitting on a couch with a dog
2320655.jpg,dog,shirt,a man riding a bike down a street with a small child
2378475.jpg,dog,shirt,a man and a little girl playing frisbee in a park
2369591.jpg,dog,shirt,a young boy holding a dog in his arms
2318934.jpg,dog,shirt,a small white dog wearing a blue and white striped shirt
2336234.jpg,dog,shirt,a man and a dog standing next to each other
2408745.jpg,dog,shirt,stuffed animals are arranged on a shelf
2335060.jpg,dog,shirt,a bicycle parked on the side of a road near a body of water
2366841.jpg,dog,shirt,a number of people on horses in a field
2401124.jpg,dog,shirt,a dog looking out the window of a car
2327346.jpg,dog,shirt,a man standing in front of a stove in a kitchen
2343165.jpg,dog,shirt,a dog jumping in the air to catch a frisbee
2384081.jpg,dog,shirt,a man riding a bike with a dog
2359950.jpg,dog,shirt,a man riding a bike down a path next to a lake
2376639.jpg,dog,shirt,people riding horses on the beach
2329647.jpg,dog,shirt,a little girl and a little boy playing with a fire hydrant
2366946.jpg,dog,shirt,a man standing on a beach flying a kite
2326452.jpg,dog,shirt,a dog jumping in the air to catch a frisbee
2334223.jpg,dog,shirt,two people walking along a beach with a dog
2414764.jpg,dog,shirt,a woman sitting on the grass holding a cell phone
285822.jpg,dog,shirt,a woman riding a bike with a basket on her head
2370344.jpg,dog,shirt,a white fire hydrant sitting on the side of a sidewalk
2331500.jpg,dog,shirt,a large group of people flying kites in a field
2403149.jpg,dog,shirt,a small dog standing on a desk next to a computer
2392197.jpg,dog,shirt,a woman riding on the back of a motorcycle
2382281.jpg,dog,shirt,a herd of sheep standing on top of a muddy field
2414354.jpg,dog,shirt,a man holding a skateboard while holding a dog
2372856.jpg,dog,shirt,a man holding a frisbee next to a dog
2345532.jpg,dog,shirt,a man and a dog on a boat in the water
2360542.jpg,dog,shirt,a small brown dog sitting on top of a backpack
2412423.jpg,dog,shirt,a woman is petting a brown and white cow
2358778.jpg,dog,shirt,a dog jumping in the air to catch a frisbee
2359049.jpg,dog,shirt,a large group of girls posing for a picture
2350312.jpg,dog,shirt,a man and woman on a motorcycle with a dog
2374930.jpg,dog,shirt,a dog laying on a couch next to a teddy bear
2415110.jpg,dog,shirt,a black and white dog standing next to a brick building
2344769.jpg,dog,shirt,a man riding a skateboard with a dog
285707.jpg,dog,shirt,a dog and a man on a boat in the water
2381402.jpg,dog,shirt,three people on skis and a dog in the snow
2392036.jpg,dog,shirt,a person on a surfboard in the water
2357556.jpg,dog,shirt,a woman riding a horse in a field with a dog
2406866.jpg,dog,shirt,a yellow fire hydrant next to a parking lot
2334958.jpg,dog,shirt,a man riding a bike with a cart on the back
2317257.jpg,dog,shirt,two women and a dog laying on a bed
2358936.jpg,dog,shirt,a woman sitting on a boat with a dog
2336716.jpg,dog,shirt,a dog jumping in the air to catch a frisbee
2319335.jpg,dog,shirt,a black and white dog laying on a person's lap
2342517.jpg,dog,shirt,a man with a beard is sitting on a couch
2363026.jpg,dog,shirt,a man laying on a bed with a dog
2350609.jpg,dog,shirt,a dog standing on a sidewalk next to a person
2331525.jpg,dog,shirt,a man sitting in a car with a dog on his lap
2367272.jpg,dog,shirt,a woman riding a bike with a basket on her head
2345593.jpg,dog,shirt,a man sitting on a couch with a dog
2417801.jpg,dog,shirt,a man riding a surfboard on top of a wave
2351210.jpg,dog,shirt,a little girl holding a teddy bear in her arms
2317573.jpg,dog,shirt,a woman swinging a tennis racquet on a tennis court
2356330.jpg,dog,shirt,a man and a woman petting a dog on a bench
2370145.jpg,dog,shirt,a dog laying in the middle of a flooded street
2385858.jpg,dog,shirt,two men standing in a kitchen next to a sink
2315716.jpg,dog,shirt,a motorcycle is parked on the grass in front of a crowd of people
2396549.jpg,dog,shirt,a plate of hot dogs and french fries on a table
2404956.jpg,dog,shirt,a cow standing on the side of a road next to a building
2360637.jpg,dog,shirt,a woman swinging a bat at a ball on a beach
2348342.jpg,dog,shirt,a dog jumping up to catch a frisbee
2342359.jpg,dog,shirt,a man sitting on a couch with a dog
2388743.jpg,dog,shirt,a man standing next to a white boat on a body of water
2368196.jpg,dog,shirt,a man on a leash carrying a dog on a trail
2319521.jpg,dog,shirt,a man in a suit and tie posing for a picture
2333895.jpg,dog,shirt,a person petting a sheep with a dog
2348603.jpg,dog,shirt,a herd of sheep standing on top of a grass covered field
2350150.jpg,dog,shirt,a man riding a bike down a road with a dog
2371995.jpg,dog,shirt,a man in a suit talking on a cell phone
2405419.jpg,dog,shirt,a woman sitting on a beach next to a dog
2354002.jpg,dog,shirt,a man is walking with an elephant in the street
2368426.jpg,dog,shirt,a woman sitting on a bench in a field
2401877.jpg,dog,shirt,a dog that is standing in front of a fence
2326167.jpg,dog,shirt,a dog catching a frisbee in its mouth
2351824.jpg,dog,shirt,a bicycle parked next to a train on a track
2402665.jpg,dog,shirt,a dog catching a frisbee in its mouth
2321841.jpg,dog,shirt,a man and a dog playing a video game
2361091.jpg,dog,shirt,a man standing on the side of a road next to a street sign
2342900.jpg,dog,shirt,a man and a woman walking down a street with a dog
2330214.jpg,dog,shirt,a dog jumping in the air to catch a frisbee
2383516.jpg,dog,shirt,a man sitting on a couch with a dog
2352286.jpg,dog,shirt,a woman laying on a couch with a laptop on her lap
2406301.jpg,dog,shirt,a person walking down a road with a dog
2361103.jpg,dog,shirt,a man standing next to a dog on a boat
2351186.jpg,dog,shirt,a dog running with a frisbee in its mouth
2406798.jpg,dog,shirt,a crowd of people riding bikes down a street
2369147.jpg,dog,shirt,a man holding a nintendo wii game controller
2377194.jpg,dog,shirt,a man riding a skateboard down a sidewalk
2361561.jpg,dog,shirt,a man and a dog on skis in the snow
2319334.jpg,dog,shirt,a person riding a bike on a city street
2360774.jpg,dog,shirt,a woman is sitting on a scooter in the middle of the street
2404862.jpg,dog,shirt,a dog sitting on a couch next to a man
2393911.jpg,dog,shirt,a man and a woman sitting on a couch playing a video game
2365471.jpg,dog,shirt,a dog laying on the floor next to a bag
2413539.jpg,dog,shirt,a man and a boy skateboarding down a street
2385023.jpg,dog,shirt,a woman sitting at a desk with a computer
2329885.jpg,dog,shirt,a little boy sitting on a couch holding a toothbrush
2387430.jpg,dog,shirt,a man riding on the back of a brown horse
2360221.jpg,dog,shirt,a dog jumping up to catch a frisbee
2405624.jpg,dog,shirt,a man and a dog are sitting on a couch
2380760.jpg,dog,shirt,a man riding a bike on top of a beach
2346390.jpg,dog,shirt,a man holding a dog in a kitchen
2380687.jpg,dog,shirt,a person riding a skateboard with a dog
2394065.jpg,dog,shirt,a brown and white dog standing next to a frisbee
497973.jpg,dog,shirt,a crowd of people standing around a park with a dog
2364866.jpg,dog,shirt,a dog catching a frisbee in a park
2331774.jpg,dog,shirt,a man and a dog on the beach with a surfboard
2379912.jpg,dog,shirt,a dog sitting on the sidewalk next to a store
2351477.jpg,dog,shirt,a herd of sheep standing on top of a lush green field
2369860.jpg,dog,shirt,a horse pulling a carriage down a street
2402737.jpg,dog,shirt,motorcycles are parked in a parking lot
2375053.jpg,dog,shirt,a man riding a skateboard up the side of a ramp
2330673.jpg,dog,shirt,a display case filled with lots of stuffed animals
2352588.jpg,dog,shirt,a black dog laying on top of a bed
2391488.jpg,dog,shirt,a man walking down the street with a dog
2333861.jpg,dog,shirt,a woman flying a kite on a beach
1592658.jpg,dog,shirt,a woman and a dog are playing frisbee in a park
2361800.jpg,dog,shirt,a small dog sitting on a sidewalk next to a man
2390652.jpg,dog,shirt,a woman sitting on a bed next to a white dog
2318179.jpg,dog,shirt,people walking on the beach with a dog
2321342.jpg,dog,shirt,a dog jumping in the air to catch a frisbee
2344647.jpg,dog,shirt,three women sitting on a couch playing a video game
2416114.jpg,dog,shirt,a woman walking with an umbrella in the grass
2364424.jpg,dog,shirt,a young boy and a young girl on a skateboard
2392115.jpg,dog,shirt,a woman and a dog playing frisbee in a park
2416279.jpg,dog,shirt,a woman and a man are walking down the street
2405708.jpg,dog,shirt,a brown and white dog sitting next to a table with a table cloth
2394882.jpg,dog,shirt,a man standing next to a black dog in a living room
2365164.jpg,dog,shirt,a woman and a dog are walking down the street
2394890.jpg,dog,shirt,a person sitting at a table with a laptop
2396988.jpg,dog,shirt,a man sitting on a bench next to a dog
2403048.jpg,dog,shirt,a man sitting on a bench next to a dog
2348134.jpg,dog,shirt,a person and a dog on a leash
2340498.jpg,dog,shirt,a man standing next to a dog in a yard
2371647.jpg,dog,shirt,a woman walking a dog down a sidewalk
2318384.jpg,dog,shirt,a woman holding a dog in her hand
2316723.jpg,dog,shirt,a man holding a dog in his right hand
2318049.jpg,dog,shirt,a dog jumping in the air to catch a frisbee
2380409.jpg,dog,shirt,a man standing next to a dog on the side of a road
2359181.jpg,dog,shirt,a man is looking at birds on a street
2388411.jpg,dog,shirt,a woman standing next to a group of people on a sidewalk
2321511.jpg,dog,shirt,a man sitting on a horse next to a dog
2350109.jpg,dog,shirt,a dog jumping up to catch a frisbee
2359753.jpg,dog,shirt,a man riding a skateboard next to a fence
2355727.jpg,dog,shirt,a dog jumping in the air to catch a frisbee
2367186.jpg,dog,shirt,a man and a woman sitting on a bench
2374739.jpg,dog,shirt,a person riding a horse on the beach
2340353.jpg,dog,shirt,a dog sitting in the back of a pickup truck
2322764.jpg,dog,shirt,a dog sitting on top of a scooter on the beach
2366617.jpg,dog,shirt,a man and a woman standing next to each other
2316789.jpg,dog,shirt,a dog standing next to a parking meter
2333842.jpg,dog,shirt,a number of people in a field with a dog
2322281.jpg,dog,shirt,a man holding a frisbee in his right hand
2395632.jpg,dog,shirt,a dog swimming in a pool of water
2373955.jpg,dog,shirt,a man sitting on a bed with a dog
2318999.jpg,dog,shirt,a young boy sitting on a bench with a dog
2405853.jpg,dog,shirt,a dog sitting on a couch next to a man
2388607.jpg,dog,shirt,a young child holding an umbrella in the rain
2373751.jpg,dog,shirt,a man holding a frisbee in front of a group of people
2363971.jpg,dog,shirt,a man and a woman are sitting on a couch together
2364024.jpg,dog,shirt,a man and a dog on a boat in the water
2359576.jpg,dog,shirt,a woman riding a skateboard down a sidewalk next to a dog
2317661.jpg,dog,shirt,a woman on a surfboard with a dog in the water
2395166.jpg,dog,shirt,a dog jumping up to catch a frisbee
2393573.jpg,dog,shirt,a woman sitting on a couch holding a nintendo wii game controller
2352906.jpg,dog,shirt,a woman walking a dog down a sidewalk
2397787.jpg,dog,shirt,a dog jumping in the air to catch a frisbee
2373696.jpg,dog,shirt,a man holding a sign with a dog on it
2400991.jpg,dog,shirt,a man sitting on a bench next to a dog
2390235.jpg,dog,shirt,a little girl is petting a dog on a leash
2353356.jpg,dog,shirt,a woman sitting on a chair with a dog
2406821.jpg,dog,shirt,a blue and white bus stopped at a bus stop
2364515.jpg,dog,shirt,a man sitting in the back of a pickup truck with a dog
2346157.jpg,dog,shirt,a man sitting on the ground next to a bunch of bananas
2367512.jpg,dog,shirt,a man and a dog walking down a street
2382814.jpg,dog,shirt,a man and a dog playing frisbee on the beach
2370.jpg,dog,shirt,a city street filled with lots of traffic
2341577.jpg,dog,shirt,a man and a woman sitting on a bus
2356877.jpg,dog,shirt,a dog jumping up to catch a frisbee
2391849.jpg,dog,shirt,a crowd of people walking down a street with umbrellas
2396164.jpg,dog,shirt,a woman holding an umbrella while standing in the rain
2388197.jpg,dog,shirt,people standing on top of a beach
2345151.jpg,dog,shirt,a crowd of people with umbrellas walking down a street
2335375.jpg,dog,shirt,a large group of people flying kites in a park
2329537.jpg,dog,shirt,a man standing next to a woman on a sidewalk
2341368.jpg,dog,shirt,a woman walking down the street with a horse
2417119.jpg,dog,shirt,motorcyclists are riding down the street
2359224.jpg,dog,shirt,a young boy eating a piece of food
2362620.jpg,dog,shirt,a man riding a surfboard on top of a dog
1592443.jpg,dog,shirt,a herd of cattle standing on top of a sandy beach
2344149.jpg,dog,shirt,people walking down a sidewalk near a store
2375426.jpg,dog,shirt,a man walking a dog down a sidewalk
2365507.jpg,dog,shirt,a man and a woman are looking at a dog
2339803.jpg,dog,shirt,a dog looking out the window of a car
2407605.jpg,dog,shirt,a man riding a bike on top of a bench
2398532.jpg,dog,shirt,a herd of horses running along a dirt road
2377573.jpg,dog,shirt,a dog jumping in the air to catch a frisbee
2320118.jpg,dog,shirt,a person holding an umbrella on a sidewalk
2338677.jpg,dog,shirt,a man holding a wii game controller in a living room
2350300.jpg,dog,shirt,a person holding a hot dog in a bun
2413856.jpg,dog,shirt,a dog jumping up to catch a frisbee
2359038.jpg,dog,shirt,a dog catching a frisbee in its mouth
2371440.jpg,dog,shirt,a white dog sitting on top of a white board
2344110.jpg,dog,shirt,a man sitting on a bench next to a dog
2340500.jpg,dog,shirt,a man and a dog on a boat in the water
2324914.jpg,dog,shirt,a man sitting on a couch with a dog
2368671.jpg,dog,shirt,a man walking down a street next to a building
2416475.jpg,dog,shirt,a black and white photo of a black and white dog
2390039.jpg,dog,shirt,a dog laying on a bed next to a person
2355121.jpg,dog,shirt,a woman holding a small dog in her hands
2380863.jpg,dog,shirt,a food truck is parked in front of a building
2324410.jpg,dog,shirt,people riding skis down a snow covered slope
4592.jpg,dog,shirt,a car parked on the side of a road
